id,toponym,location
92.0,洱阳,汝阳（在今河南商水县附近）
93.0,野王,河南省沁阳市
95.0,纶氏,河南登封县西南
96.0,阳翟,今河南省禹州市
97.0,阳人县,河南汝州市西
99.0,格氏县,今河南荣阳北
100.0,盂,山西省阳曲县东北
100.0,平陵,山西省文水县东北
100.0,大陵,山西省文水县东北
101.0,梗阳,山西省清徐县
102.0,邬,山西省介休市东北
103.0,涂水,山西省榆次市西南
104.0,邯郸,今河北省邯郸市
105.0,祁县,今山西省祁县东南
106.0,中牟,河南省鹤壁市西
107.0,晋阳,今山西省太原市西南
108.0,泫氏,山西省高平市
109.0,平邑,山西省大同县东
111.0,番吾,今河北省平山县东南
115.0,榆次,今山西省榆次市
116.0,蔺县,今山西省离石县西
118.0,鄗,河北省柏乡县北
120.0,代郡,今河北省蔚县东北代王城
120.0,代县,今河北省蔚县东北代王城
122.0,石邑,今河北省获鹿县东南
123.0,云中,内蒙古自治区托克托县东北
124.0,善无,山西省右玉县南
124.0,雁门郡,山西省右玉县南
126.0,南行唐,河北省行唐县东北
127.0,兹氏县,今山西省汾阳南
128.0,防陵,河南安阳西南
128.0,安阳,河南安阳
131.0,武垣县,河北省肃宁县东南
132.0,元氏,今河北省元氏县西北
132.0,上原县,疑近元氏
133.0,邢县,河北邢台
134.0,新城县,山西省朔州南
135.0,狼孟县,今山西省阳曲县
138.0,柏人,今河北省隆尧县西
140.0,平原津令,山东省平原县南
141.0,富昌,内蒙古自治区准格尔旗
142.0,武平,河北省文安县北
144.0,栾县,今河北省赵县西北南轮城
145.0,晋县,河南省温县西南
146.0,少梁,今陕西省韩城市西南
147.0,雒阴,今陕西省大荔县西南洛河南岸
147.0,合阳,今陕西省合阳县东南
148.0,邺,今河北省临漳县西南
150.0,苦陉,河北省无极县东北
151.0,酸枣,河南省延津县西南
152.0,承匡,河南省睢县西南匡城
152.0,襄陵,河南省睢县西南匡城
153.0,安邑,今山西省夏县西北
153.0,王垣,今山西省垣曲县东南
157.0,大梁,今河南省开封市
158.0,绛,山西省侯马市西
158.0,安邑,山西省运城市
161.0,济阳县故城,河南省兰考县东北
162.0,㶏阴,河南省沙河南岸自漯河市以东至周口市一带
163.0,顿丘,今河南浚县西
164.0,阴晋,今陕西省华阴市东
166.0,蒲子县,山西隰县
166.0,蒲阳,山西隰县
167.0,漆垣,陕西铜川西北
168.0,咎奴,陕西延安市东北延河北岸
169.0,皮氏,山西省河津县西
170.0,蒲坂,今山西省永济县西南
172.0,平丘,河南省封丘县东
173.0,首垣,河南省长垣县东北
177.0,单父,今山东省单县
178.0,高都县,今山西晋城市
180.0,燕,今河南省延津县东北
180.0,虚,今河南省延津县东
180.0,长平,今河南省西华县东北
180.0,雍丘,今河南省杞县
180.0,山阳,今河南省焦作市东北
181.0,修武县,河南省获嘉县
182.0,共城,河南辉县共城故城
183.0,宅阳县,今河南荥阳东
184.0,郚,河南许昌、鄢陵一带
186.0,涑[睘阝],今山西西南的涑水边上的一个县
186.0,蒙(？)县,妾(?)都
186.0,噩丘县,都
187.0,沮阳,河北省怀来县东南
187.0,渔阳,北京市密云县西南
187.0,无终,天津市蓟县
187.0,阳乐,辽宁省义县西
188.0,辽西郡,今辽宁省西部
188.0,令支县,今河北省迁安县西
189.0,襄平,辽宁省辽阳市
190.0,昌城,今河北固安县南
190.0,方城,今河北固安县南
191.0,邓,湖北省襄樊市西北
192.0,湖阳,河南省唐河县西南
193.0,竟陵,湖北省潜江市西北
194.0,苦县,河南省鹿邑县东
195.0,期思,河南省淮滨县东南期思乡
196.0,沈县,今安徽省临泉县
196.0,寝县,今安徽省临泉县
197.0,鄀,湖北省宜城市东南
198.0,宛,河南省南阳市
199.0,析县,今河南省西峡县
200.0,叶县,今河南省叶县南
201.0,阴县,今湖北省老河口市北
202.0,息县,今河南省息县西南
203.0,武城,河南省信阳市东北
204.0,上庸,湖北省竹山县西南
205.0,涢水,湖北省随州市
205.0,随县,湖北省随州市
206.0,鄢,湖北省宜城县东南楚王城
207.0,陈县,今河南省淮阳县
207.0,郢陈,今河南省淮阳县
207.0,陈,今河南省淮阳县
208.0,沈国,今河南省平舆县北
208.0,平舆县,今河南省平舆县
209.0,计斤,今山东省胶州市西南
209.0,莒,今山东省莒县
210.0,鲁阳县,今河南省鲁山县
211.0,临沅,湖南省常德市西
212.0,广陵,江苏省扬州市西北
213.0,居巢,安徽省六安县东北
214.0,吴,江苏省苏州市
215.0,蔡,今河南省上蔡县城关一带
215.0,新蔡,今河南省新蔡县
215.0,州来,今安徽省凤台县
215.0,上蔡,楚县
217.0,钟离,安徽省凤阳县东北临淮关
218.0,朱方,江苏省镇江市东丹徒镇
220.0,汝水,河南省襄城县
223.0,兰陵,山东省苍山县西南
224.0,寿春,今安徽省寿县
225.0,上邽,甘肃省天水市
225.5,秦县,今甘肃省甘谷县东
225.5,冀县,属天水郡
226.0,下邽县,陕西省渭南市北
227.0,秦县,今陕西省西安市南
227.0,杜县,京兆尹
228.0,秦县,今陕西省华县
229.0,小虢,陕西省宝鸡县西
231.0,大荔,今陕西省大荔县东
231.0,临晋,今陕西省大荔县东
231.0,临晋元里,今陕西省大荔县东
233.0,频阳县,今陕西省富平县东北
234.0,雍城,陕西省凤翔县西南
234.0,泾阳,陕西省泾阳县
235.0,籍姑,今陕西省韩城市北
235.0,庞,今陕西省韩城市东南
236.0,重泉,今陕西省蒲城县南
237.0,栎阳,今陕西省临潼县东北
238.0,蓝田县,今陕西省蓝田县西
242.0,高陵,今陕西省高陵县
243.0,斄,陕西省武功县西南
243.0,美阳,陕西省武功县西北
243.0,武功县,陕西省眉县东
244.0,咸阳,今陕西省咸阳市东
244.0,渭城,故咸阳
245.0,武城,陕西华县东北
246.0,於商,陕西省丹凤县西北
249.0,陕县,今河南省陕县西南
255.0,义渠,甘肃省庆阳市西南
256.0,南郑,今陕西省汉中市
258.0,朐衍,宁夏回族自治区盐池县境
259.0,江州,今重庆市嘉陵江北岸
260.0,鱼复县,重庆市奉节县东白帝城
261.0,阆中县,四川省阆中市
261.0,张仪城,四川省阆中市
262.0,天彭阙,四川省松潘县西北
264.0,乌氏,宁夏回族自治区固原市东南
265.0,成都,四川省成都市
266.0,成都,四川省成都市
266.0,郫县,四川省郫县
267.0,成都,四川省成都市
267.0,郫城,四川省成都市郫都区
267.0,临邛城,四川省邛崃市
268.0,郿邑,陕西省眉县东北
270.0,宜阳,山西省垣曲县东南
270.0,武遂,山西省垣曲县东南
275.0,榆中,今陕西榆林以北、黄河以南的地区
275.0,广衍,勿尔图沟秦汉古城
277.0,定阳,陕西省延安市东南
284.0,梗阳,赵县
290.0,狄道,今甘肃省临洮县
293.0,穰,河南省邓州市
294.0,筑阳,湖北省谷城县东
295.0,枳,重庆市涪陵区东北
296.0,郢,湖北省江陵县西北纪南城
299.0,巫县,今重庆市巫山县北
303.0,华阳,河南省新郑市北
304.0,卷地,河南省原阳县西南原武西北
304.0,卷县,河南郡
307.0,定陶,今山东省定陶县
308.0,西周都城,今河南省洛阳市西
308.0,河南,河南省
309.0,梁县,河南省汝州市西南
311.0,缑氏,河南偃师市东南
312.0,纶氏,颍川郡
314.0,宁新中,今河南省安阳市南
314.0,安阳,今河南省安阳市
315.0,郑县,河南新郑
316.0,曲阳,今安徽省淮南市东南
318.0,穀城,河南省洛阳市西北
318.0,平阴,河南省孟津县东北
318.0,偃师,河南省偃师市东
318.0,巩,河南省巩义西南
319.0,洛阳,洛州洛阳县东北二十六里
319.0,雒阳,洛州洛阳县东北二十六里
324.0,尉氏县,河南省尉氏县
325.0,邘国,河南省沁阳市西北
325.0,邘县,河南省沁阳市西北
326.0,安陆,湖北省云梦县
327.0,酸枣,陈留郡
327.0,燕,东郡
327.0,长平,汝南县
327.0,雍丘,陈留郡
327.0,山阳,河内郡
327.0,虚,废置
328.0,濮阳,今河南省濮阳市西南
332.0,云阳县,今陕西省淳化县西北
334.0,丽邑,陕西省临潼县东北
335.0,颍川郡,阳翟
342.0,蓟,今北京城西南隅
342.0,蓟县,属广阳国
345.0,承匡,河南省睢县
345.0,襄邑县,河南省睢县
347.0,砀县,今安徽省砀山县南
348.0,睢阳,河南省商丘市南
350.0,新都,安徽省太和县北
351.0,鲁县,山东省曲阜市
351.0,曲阜,山东省曲阜市
356.0,沛邑,江苏省沛县
356.0,沛县,江苏省沛县
357.0,相邑,安徽省濉溪县西北
357.0,相县,秦泗水郡
363.0,临湘,湖南省长沙市
363.0,长沙郡,湖南省长沙市
364.0,罗国,湖北省宜城市西
364.0,罗国,湖北省枝江市东北
364.0,罗国,湖南省汨罗市西北
364.0,罗县,岳州湘阴县东北六十里
366.0,吴,江苏省苏州市
366.0,会稽郡,江苏省苏州市
367.0,朱方,丹徒县
367.0,丹徒县,润州府
370.0,迁陵,湖南龙山里耶城址
371.0,酉阳,湖南省永顺县南
372.0,益阳,湖南益阳东
373.0,零阳,湖南省慈利县东
374.0,孱陵,湖南安乡县
374.0,索,湖南汉寿县
