id,toponym,location
328.0,濮阳,今河南省濮阳市西南
332.0,云阳,陕西省淳化县西北
334.0,丽邑,陕西省临潼县东北
335.0,颍川,阳翟
335.0,阳翟,河南阳城阳翟
342.0,蓟,今北京城西南隅
345.0,承匡,河南省睢县西三十里
345.0,襄邑,河南省睢县
347.0,砀,今安徽省砀山县南
348.0,睢阳,河南省商丘市南
350.0,新都,今安徽省太和县北
351.0,鲁县,山东省曲阜市
356.0,沛,今江苏省沛县
357.0,相邑,今安徽省濉溪县西北
363.0,临湘,今湖南省长沙市
364.0,罗国,湖北省宜城市西
364.0,罗国,湖北省枝江市东北
364.0,罗国,湖南省汨罗市西北
364.0,罗县,岳州湘阴县东北六十里
366.0,吴国都城,今江苏省苏州市
367.0,朱方,丹徒县
370.0,迁陵,湖南龙山里耶城址
371.0,酉阳,今湖南省永顺县南
372.0,益阳,湖南益阳东
373.0,零阳,湖南省慈利县东
374.0,孱陵,湖南安乡县
374.0,索,湖南汉寿县
