id,toponym,location,Address,Match Type,Match Result,Match Level,Match Error,Province,City,County,Direction,geometry,X,Y
50.0,邯郸,河北省邯郸市,河北省邯郸市,Single,[{'city': 1304}],City,[],['河北'],['邯郸'],['NA'],,POINT (114.4378076382752 36.52042550360742),114.4378076382752,36.52042550360742
51.0,原县,河南省济原市西北,河南省济原市西北,Single,[{'province': 41}],Province,[],['河南'],['NA'],['NA'],西北,POINT (112.62221753366683 34.89199036175254),112.62221753366683,34.89199036175254
51.0,冀,山西省河津县东北,山西省河津县东北,Single,[{'county': 140882}],County,[],['山西'],['运城'],['河津'],东北,POINT (110.75907676603538 35.67038169692568),110.75907676603538,35.67038169692568
52.0,甘县,河南省洛阳市南,河南省洛阳市南,Single,[{'city': 4103}],City,[],['河南'],['洛阳'],['NA'],南,POINT (111.89765241251301 33.93810524805977),111.89765241251301,33.93810524805977
53.0,邽县,甘肃省天水市,甘肃省天水市,Single,[{'city': 6205}],City,[],['甘肃'],['天水'],['NA'],,POINT (105.56274238051873 34.60741068424415),105.56274238051873,34.60741068424415
53.0,冀县,甘肃省甘谷县,甘肃省甘谷县,Single,[{'county': 620523}],County,[],['甘肃'],['天水'],['甘谷'],,POINT (105.28859833910805 34.78318052698069),105.28859833910805,34.78318052698069
53.0,杜县,陕西省西安市南,陕西省西安市南,Single,[{'city': 6101}],City,[],['陕西'],['西安'],['NA'],南,POINT (108.65098194791896 33.91365067571057),108.65098194791896,33.91365067571057
53.0,郑县,陕西省华县,陕西省华县,Single,[{'province': 61}],Province,[],['陕西'],['NA'],['NA'],,POINT (109.56737398447608 35.637090531250415),109.56737398447608,35.637090531250415
53.0,上邽,甘肃省天水市,甘肃省天水市,Single,[{'city': 6205}],City,[],['甘肃'],['天水'],['NA'],,POINT (105.56274238051873 34.60741068424415),105.56274238051873,34.60741068424415
53.0,下邽,陕西省渭南市北,陕西省渭南市北,Single,[{'city': 6105}],City,[],['陕西'],['渭南'],['NA'],北,POINT (110.00285855788006 35.40464219324823),110.00285855788006,35.40464219324823
53.0,虢县,陕西省宝鸡县西,陕西省宝鸡县西,Single,[{'city': 6103}],City,[],['陕西'],['宝鸡'],['NA'],西,POINT (106.94687429694063 34.34824100419983),106.94687429694063,34.34824100419983
54.0,叔夷釐邑,莱城,莱城,Single,[],0,['No Match'],[],[],[],,,,
54.0,千家之县,晏子所得之县,晏子所得之县,Single,[],0,['No Match'],[],[],[],,,,
54.0,棠县,山东省平度市东南,山东省平度市东南,Single,[{'county': 370283}],County,[],['山东'],['青岛'],['平度'],东南,POINT (120.07941971168003 36.63274007390064),120.07941971168003,36.63274007390064
54.0,临菑,山东省临沂市,山东省临沂市,Single,[{'city': 3713}],City,[],['山东'],['临沂'],['NA'],,POINT (118.3207752170233 35.31748172630456),118.3207752170233,35.31748172630456
55.0,朱方,江苏省镇江市东南,江苏省镇江市东南,Single,[{'city': 3211}],City,[],['江苏'],['镇江'],['NA'],东南,POINT (119.63161464661293 31.87821961962365),119.63161464661293,31.87821961962365
55.0,卑梁,安徽省天长市西北,安徽省天长市西北,Single,[{'county': 341181}],County,[],['安徽'],['滁州'],['天长'],西北,POINT (118.900476981971 32.86288275409928),118.900476981971,32.86288275409928
57.0,阳翟县,河南省新乡市辉县市,河南省新乡市辉县市,Single,[{'city': 4107}],City,[],['河南'],['新乡'],['NA'],,POINT (113.94680988806608 35.35738055830492),113.94680988806608,35.35738055830492
57.0,栎,河南省新乡市辉县市,河南省新乡市辉县市,Single,[{'city': 4107}],City,[],['河南'],['新乡'],['NA'],,POINT (113.94680988806608 35.35738055830492),113.94680988806608,35.35738055830492
58.0,营丘,山东省淄博市临淄北,山东省淄博市临淄北,Single,[{'county': 370305}],County,[],['山东'],['淄博'],['临淄'],北,POINT (118.34108450023777 36.94218593262121),118.34108450023777,36.94218593262121
58.0,临淄,山东省淄博市临淄,山东省淄博市临淄,Single,[{'county': 370305}],County,[],['山东'],['淄博'],['临淄'],,POINT (118.30075868584656 36.814193981188346),118.30075868584656,36.814193981188346
59.0,高唐,山东省高唐县,山东省高唐县,Single,[{'county': 371526}],County,[],['山东'],['聊城'],['高唐'],,POINT (116.23819619333227 36.851061775997245),116.23819619333227,36.851061775997245
60.0,酅邑,山东省淄博市东北,山东省淄博市东北,Single,[{'city': 3703}],City,[],['山东'],['淄博'],['NA'],东北,POINT (118.26825979565075 36.84534044816272),118.26825979565075,36.84534044816272
60.0,安平,山东省淄博市东北,山东省淄博市东北,Single,[{'city': 3703}],City,[],['山东'],['淄博'],['NA'],东北,POINT (118.26825979565075 36.84534044816272),118.26825979565075,36.84534044816272
61.0,阿,山东省甄城县北,山东省甄城县北,Single,[{'province': 37}],Province,[],['山东'],['NA'],['NA'],北,POINT (117.6629541208103 37.30357282776841),117.6629541208103,37.30357282776841
61.0,甄,山东省甄城县北,山东省甄城县北,Single,[{'province': 37}],Province,[],['山东'],['NA'],['NA'],北,POINT (117.6629541208103 37.30357282776841),117.6629541208103,37.30357282776841
62.0,即墨,山东省平度市东南,山东省平度市东南,Single,[{'county': 370283}],County,[],['山东'],['青岛'],['平度'],东南,POINT (120.07941971168003 36.63274007390064),120.07941971168003,36.63274007390064
62.0,阿,山东省阳谷县东北阿城镇,山东省阳谷县东北阿城镇,Single,[{'county': 371521}],County,[],['山东'],['聊城'],['阳谷'],,POINT (115.89178613584865 36.133166695453625),115.89178613584865,36.133166695453625
63.0,南武城,山东省平邑县东南故县,山东省平邑县东南故县,Single,[{'county': 371326}],County,[],['山东'],['临沂'],['平邑'],,POINT (117.68297262988364 35.44084021918496),117.68297262988364,35.44084021918496
64.0,薛,山东省滕州市南,山东省滕州市南,Single,[{'county': 370481}],County,[],['山东'],['枣庄'],['滕州'],南,POINT (117.17205515742648 34.95714440098712),117.17205515742648,34.95714440098712
