id,toponym,location
84.0,卢氏县,河南省卢氏县
85.0,新城,今河南省伊川县西南
86.0,路,山西省潞城县东北
86.0,涉,河北省涉县西北
86.0,端氏,山西省沁水县东
87.0,修鱼,今河南原武县东
88.0,宜阳,今河南省宜阳县西
90.0,皋落,山西垣曲县东南
92.0,洱阳,汝阳（在今河南商水县附近）
93.0,野王,河南省沁阳市
95.0,纶氏,今河南登封县西南
96.0,阳翟,今河南省禹州市
97.0,阳人县,河南汝州市西
99.0,格氏县,今河南荣阳北
100.0,盂,山西省阳曲县东北
100.0,平陵,山西省文水县东北
101.0,梗阳,今山西省清徐县
102.0,邬,山西省介休市东北
103.0,涂水,山西省榆次市西南
104.0,邯郸,今河北省邯郸市
105.0,晋县,今山西省祁县东南
105.0,祁县,属秦国
106.0,中牟,今河南省鹤壁市西
106.0,邯郸,今河南省邯郸市
107.0,晋阳,今山西省太原市西南
108.0,泫氏,今山西省高平市
109.0,平邑,今山西省大同县东
111.0,番吾,今河北省平山县东南
115.0,榆次,今山西省榆次市
115.0,邯郸,赵国之代称
116.0,蔺,今山西省离石县西
118.0,鄗,河北省柏乡县北
120.0,代郡,今河北省蔚县东北代王城
120.0,代县,今河北省蔚县东北代王城
122.0,石邑,今河北省获鹿县东南
123.0,云中,内蒙古自治区托克托县东北
124.0,善无,今山西省右玉县南
124.0,雁门郡,善无县属秦，为雁门郡治所
126.0,南行唐,今河北省行唐县东北
127.0,兹氏县,今山西省汾阳南
128.0,防陵,河南安阳西南
131.0,武垣县,今河北省肃宁县东南
132.0,元氏,今河北省元氏县西北
132.0,上原县,疑近元氏
133.0,邢县,今河北邢台
134.0,新城县,今山西省朔州南
135.0,狼孟县,今山西省阳曲县
138.0,柏人,今河北省隆尧县西
140.0,平原津令,今山东省平原县南
141.0,富昌,内蒙古自治区准格尔旗
142.0,武平,今河北省文安县北
144.0,栾县,今河北省赵县西北南轮城
145.0,晋县,今河南省温县西南
145.0,魏县,战国时为晋县所在地
146.0,少梁,今陕西省韩城市西南
147.0,雒阴,今陕西省大荔县西南洛河南岸
147.0,合阳,今陕西省合阳县东南
148.0,邺,今河北省临漳县西南
150.0,苦陉,河北省无极县东北
151.0,酸枣,河南省延津县西南
152.0,承匡,河南省睢县西南匡城
152.0,襄陵,河南省睢县西南匡城
153.0,安邑,今山西省夏县西北
153.0,垣,今山西省垣曲县东南
157.0,大梁,今河南省开封市
158.0,绛,山西省侯马市西
158.0,安邑,绛县之南
161.0,济阳县故城,今河南省兰考县东北
162.0,㶏阴,今河南省沙河南岸自漯河市以东至周口市一带
163.0,顿丘,河南浚县西
164.0,阴晋,今陕西省华阴市东
166.0,蒲子县,今山西隰县
167.0,漆垣,今陕西铜川西北
168.0,咎奴,陕西延安市东北延河北岸
169.0,皮氏,今山西省河津县西
170.0,蒲坂,今山西省永济县西南
172.0,平丘,河南省封丘县东
173.0,首垣,河南省长垣县东北
177.0,单父,今山东省单县
178.0,高都,今山西晋城市
180.0,燕,今河南省延津县东北
180.0,虚,今河南省延津县东
180.0,长平,今河南省西华县东北
180.0,雍丘,今河南省杞县
180.0,山阳,今河南省焦作市东北
181.0,修武郡,今河南省获嘉县
182.0,共城,河南辉县共城故城
183.0,宅阳县,今河南荥阳东
184.0,郚,今河南许昌、鄢陵一带
186.0,涑[睘阝],今山西西南的涑水边
187.0,沮阳,河北省怀来县东南
187.0,渔阳,北京市密云县西南
187.0,无终,天津市蓟县
187.0,阳乐,辽宁省义县西
188.0,辽西郡,今辽宁省西部
188.0,令支县,今河北省迁安县西
189.0,襄平,辽宁省辽阳市
190.0,昌城,今河北固安县南
190.0,涿,涿州市
190.0,方城,今河北固安县南
191.0,邓,湖北省襄樊市西北
192.0,湖阳,今河南省唐河县西南
193.0,竟陵,湖北省潜江市西北
194.0,苦,河南省鹿邑县东
195.0,期思,今河南省淮滨县东南期思乡
196.0,寝县,今安徽省临泉县
197.0,鄀,湖北省宜城市东南
198.0,宛,河南省南阳市
199.0,析,河南省西峡县
200.0,叶县,今河南省叶县南
201.0,阴县,今湖北省老河口市北
202.0,息县,今河南省息县西南
203.0,武城,今河南省信阳市东北
204.0,上庸,湖北省竹山县西南
205.0,随国,今湖北省随州市
205.0,随县,今湖北省随州市
206.0,鄢,湖北省宜城县东南楚王城
207.0,陈县,今河南省淮阳县
207.0,郢陈,陈县
208.0,平舆,今河南省平舆县北
209.0,计斤,山东省胶州市西南
209.0,莒,山东省莒县
210.0,鲁阳公,今河南省鲁山县
211.0,临沅,湖南省常德市西
212.0,广陵,今江苏省扬州市西北
213.0,居巢,今安徽省六安县东北
214.0,吴,江苏省苏州市
215.0,蔡,今河南省上蔡县城关一带
215.0,新蔡,今河南省新蔡县
215.0,州来,今安徽省凤台县
217.0,钟离,安徽省凤阳县东北临淮关
218.0,朱方,江苏省镇江市东丹徒镇
220.0,汝水,河南省襄城县南
220.0,襄城县,今河南省襄城县
223.0,兰陵,山东省苍山县西南
224.0,寿春,今安徽省寿县
225.0,上邽,今甘肃省天水市
225.5,秦县,今甘肃省甘谷县东
225.5,冀县,属天水郡
226.0,下邽县,今陕西省渭南市北
227.0,秦县,今陕西省西安市南
227.0,杜县,属京兆尹
228.0,秦县,今陕西省华县
229.0,小虢,今陕西省宝鸡县西
229.0,虢县,属右扶风
231.0,大荔,今陕西省大荔县东
231.0,临晋,今陕西省大荔县东
233.0,频阳,今陕西省富平县东北
234.0,雍,陕西省凤翔县西南
234.0,泾阳,陕西省泾阳县
235.0,籍姑,今陕西省韩城市北
235.0,庞,今陕西省韩城市东南
236.0,城重泉,今陕西省蒲城县南
237.0,栎阳,今陕西省临潼县东北
237.0,栎邑,栎阳
238.0,蓝田县,今陕西省蓝田县西
242.0,高陵,今陕西省高陵县
243.0,斄,今陕西省武功县西南
243.0,美阳,今陕西省武功县西北
243.0,武功,今陕西省眉县东
244.0,咸阳,今陕西省咸阳市东
244.0,冀阙,咸阳
244.0,栎阳,秦都栎阳
244.0,渭城,故咸阳
245.0,武城,今陕西华县东北
246.0,於商,陕西省丹凤县西北
249.0,陕县,今河南省陕县西南
255.0,义渠,今甘肃省庆阳市西南
256.0,南郑,今陕西省汉中市
258.0,朐衍,今宁夏回族自治区盐池县境
259.0,江州,今重庆市嘉陵江北岸
260.0,鱼复县,今重庆市奉节县东白帝城
261.0,阆中县,今四川省阆中市
261.0,张仪城,阆中县府东二十里
262.0,天彭门,汶山
262.0,湔氏县,今四川省松潘县西北
264.0,乌氏,今宁夏回族自治区固原市东南
265.0,成都,今四川省成都市
265.0,赤里街,成都县本治
265.0,华阳县,成都城
266.0,成都,今四川省成都市
266.0,郫城,今四川省郫县
267.0,成都,今四川省成都市
267.0,郫城,今四川省郫县
267.0,临邛城,今四川省邛崃市
268.0,郿邑,今陕西省眉县东北
270.0,宜阳,今河南省洛阳市宜阳县
270.0,武遂,今山西省垣曲县东南
275.0,榆中,今陕西榆林以北、黄河以南的地区
275.0,广衍,勿尔图沟秦汉古城
277.0,邯郸,今河北省邯郸市
277.0,定阳,今陕西省延安市东南
284.0,梗阳,赵县
290.0,狄道,今甘肃省临洮县
293.0,穰,今河南省邓州市
294.0,筑阳,今湖北省谷城县东
295.0,枳,今重庆市涪陵区东北
296.0,郢,湖北省江陵县西北纪南城
299.0,巫县,今重庆市巫山县北
303.0,华阳,今河南省新郑市北
304.0,卷地,今河南省原阳县西南原武西北
304.0,卷县,属河南郡
307.0,陶,山东省定陶县
308.0,河南郡河南县,今河南省洛阳市西
308.0,西周都城,今河南省洛阳市西
309.0,梁县,今河南省汝州市西南
311.0,缑氏,河南偃师市东南
312.0,纶氏,颍川郡
314.0,宁新中,今河南省安阳市南
314.0,安阳,今相州外城
315.0,张唐,河南新郑
315.0,郑县,河南新郑
316.0,曲阳,今安徽省淮南市东南
318.0,穀城,河南省洛阳市西北
318.0,平阴,河南省孟津县东北
318.0,偃师,河南省偃师市东
318.0,巩,河南省巩义西南
319.0,洛阳,河南省洛阳市
319.0,成周城,河南省洛阳市东北二十六里
324.0,尉氏县,今河南省尉氏县
325.0,邘国,河南省沁阳市西北
325.0,邘县,今亭是也
326.0,安陆,今湖北省云梦县
327.0,酸枣,陈留郡
327.0,燕,东郡
327.0,长平,汝南县
327.0,雍丘,陈留郡
327.0,山阳,河内郡
327.0,顿丘,东郡
328.0,濮阳,今河南省濮阳市西南
332.0,云阳,今陕西省淳化县西北
334.0,丽邑,今陕西省临潼县东北
335.0,颍川郡,河南阳城阳翟
342.0,蓟,今北京城西南隅
342.0,广阳郡,蓟为郡治
345.0,承匡,河南省睢县
345.0,襄邑县,河南省睢县
347.0,砀,今安徽省砀山县南
348.0,睢阳,河南省商丘市南
350.0,新都,安徽省太和县北
351.0,鲁县,山东省曲阜市
356.0,沛邑,今江苏省沛县
356.0,泗水郡治,沛县
357.0,相邑,今安徽省濉溪县西北
357.0,相县,秦泗水郡属县
363.0,临湘,湖南省长沙市
363.0,长沙郡,苍梧郡
364.0,罗国,湖北省宜城市西
364.0,罗国,湖北省枝江市东北
364.0,罗县,湖南省汨罗市西北
364.0,罗县,岳州湘阴县东北六十里
366.0,吴,江苏省苏州市
366.0,会稽郡,浙江省
367.0,朱方,丹徒县
370.0,迁陵,湖南龙山里耶城址
371.0,酉阳,今湖南省永顺县南
372.0,益阳,今湖南益阳东
372.0,临沅,秦苍梧郡属县
373.0,零阳,今湖南省慈利县东
374.0,孱陵,湖南安乡县
374.0,索,湖南汉寿县
